"","rep.NA..length.out_f...1...","rep.NA..length.out_f...1....1","rep.NA..length.out_f...1....2"
"1376",0.846177109307768,0.88356862274351,0.889549180327765
"1377",0.846256763937719,0.88358625487217,0.889549180327765
"1378",0.846336241753367,0.883603832907259,0.889549180327766
"1379",0.846415543249101,0.883621357026997,0.889549180327767
"1380",0.846494668917586,0.883638827408948,0.889549180327767
"1381",0.846573619249776,0.883656244230018,0.889549180327767
"1382",0.846652394734917,0.883673607666463,0.889549180327768
"1383",0.846730995860556,0.883690917893887,0.889549180327768
"1384",0.846809423112544,0.883708175087248,0.889549180327768
"1385",0.846887676975049,0.883725379420859,0.889549180327768
"1386",0.846965757930559,0.883742531068395,0.889549180327767
"1387",0.847043666459889,0.883759630202887,0.889549180327768
"1388",0.847121403042191,0.883776676996734,0.889549180327768
"1389",0.847198968154958,0.883793671621701,0.889549180327768
"1390",0.847276362274032,0.883810614248922,0.889549180327767
"1391",0.847353585873608,0.883827505048904,0.889549180327767
"1392",0.847430639426245,0.883844344191527,0.889549180327767
"1393",0.847507523402871,0.883861131846051,0.889549180327767
"1394",0.847584238272791,0.883877868181114,0.889549180327767
"1395",0.847660784503688,0.883894553364739,0.889549180327767
"1396",0.847737162561639,0.883911187564333,0.889549180327767
"1397",0.847813372911112,0.883927770946692,0.889549180327767
"1398",0.84788941601498,0.883944303678001,0.889549180327767
"1399",0.847965292334524,0.883960785923841,0.889549180327767
"1400",0.848041002329441,0.883977217849186,0.889549180327767
"1401",0.848116546457849,0.88399359961841,0.889549180327767
"1402",0.848191925176293,0.884009931395289,0.889549180327767
"1403",0.848267138939754,0.884026213342999,0.889549180327767
"1404",0.848342188201655,0.884042445624127,0.889549180327767
"1405",0.848417073413866,0.884058628400664,0.889549180327767
"1406",0.84849179502671,0.884074761834014,0.889549180327767
"1407",0.848566353488971,0.884090846084995,0.889549180327767
"1408",0.848640749247898,0.884106881313839,0.889549180327768
"1409",0.848714982749215,0.8841228676802,0.889549180327768
"1410",0.848789054437123,0.884138805343148,0.889549180327768
"1411",0.848862964754308,0.884154694461182,0.889549180327769
"1412",0.848936714141947,0.884170535192222,0.889549180327769
"1413",0.849010303039716,0.884186327693618,0.88954918032777
"1414",0.849083731885794,0.88420207212215,0.88954918032777
"1415",0.849157001116868,0.884217768634034,0.889549180327771
"1416",0.849230111168144,0.884233417384916,0.889549180327771
"1417",0.849303062473346,0.884249018529885,0.889549180327771
"1418",0.849375855464727,0.884264572223466,0.889549180327772
"1419",0.849448490573074,0.884280078619629,0.889549180327772
"1420",0.849520968227714,0.884295537871786,0.889549180327773
"1421",0.849593288856521,0.884310950132801,0.889549180327773
"1422",0.849665452885917,0.884326315554982,0.889549180327773
"1423",0.849737460740884,0.88434163429009,0.889549180327774
"1424",0.849809312844965,0.884356906489344,0.889549180327774
"1425",0.849881009620274,0.884372132303413,0.889549180327774
"1426",0.849952551487499,0.884387311882429,0.889549180327775
"1427",0.850023938865906,0.884402445375982,0.889549180327775
"1428",0.850095172173352,0.884417532933127,0.889549180327775
"1429",0.850166251826281,0.884432574702384,0.889549180327776
"1430",0.850237178239738,0.884447570831739,0.889549180327776
"1431",0.85030795182737,0.884462521468648,0.889549180327776
"1432",0.850378573001433,0.88447742676004,0.889549180327776
"1433",0.850449042172796,0.884492286852317,0.889549180327776
"1434",0.850519359750951,0.884507101891358,0.889549180327776
"1435",0.850589526144013,0.884521872022518,0.889549180327776
"1436",0.85065954175873,0.884536597390636,0.889549180327776
"1437",0.850729407000485,0.884551278140031,0.889549180327776
"1438",0.850799122273305,0.884565914414507,0.889549180327776
"1439",0.850868687979862,0.884580506357358,0.889549180327776
"1440",0.850938104521483,0.884595054111362,0.889549180327776
"1441",0.851007372298153,0.884609557818792,0.889549180327777
"1442",0.85107649170852,0.884624017621412,0.889549180327777
"1443",0.851145463149901,0.884638433660483,0.889549180327777
"1444",0.851214287018287,0.884652806076762,0.889549180327777
"1445",0.851282963708351,0.884667135010506,0.889549180327776
"1446",0.851351493613447,0.884681420601474,0.889549180327776
"1447",0.851419877125623,0.884695662988927,0.889549180327776
"1448",0.85148811463562,0.884709862311633,0.889549180327776
"1449",0.851556206532881,0.884724018707866,0.889549180327775
"1450",0.851624153205553,0.884738132315412,0.889549180327775
"1451",0.851691955040495,0.884752203271567,0.889549180327775
"1452",0.851759612423284,0.88476623171314,0.889549180327776
"1453",0.851827125738216,0.884780217776457,0.889549180327776
"1454",0.851894495368313,0.88479416159736,0.889549180327776
"1455",0.85196172169533,0.884808063311212,0.889549180327775
"1456",0.852028805099757,0.884821923052896,0.889549180327775
"1457",0.852095745960825,0.884835740956821,0.889549180327776
"1458",0.852162544656514,0.884849517156918,0.889549180327776
"1459",0.852229201563551,0.884863251786646,0.889549180327776
"1460",0.852295717057423,0.884876944978996,0.889549180327776
"1461",0.852362091512377,0.884890596866487,0.889549180327776
"1462",0.852428325301425,0.884904207581171,0.889549180327776
"1463",0.852494418796352,0.884917777254638,0.889549180327776
"1464",0.852560372367717,0.884931306018012,0.889549180327776
"1465",0.85262618638486,0.884944794001955,0.889549180327776
"1466",0.852691861215908,0.884958241336672,0.889549180327776
"1467",0.852757397227776,0.884971648151909,0.889549180327775
